producto,ciudad,precio_kg,var_mensual_porcentaje,periodo
Margarina,Pereira,24800.0,0.0,2026-03-01
Panela*,Pereira,6099.0,0.0,2026-03-01
Pastas alimenticias,Pereira,7940.0,0.0,2026-03-01
Sal yodada,Pereira,2073.0,0.05,2026-03-01
Sardinas en lata,Pereira,19741.0,0.0,2026-03-01
Ahuyama,Barranquilla,1273.0,29.5,2026-05-01
Arveja verde en vaina,Barranquilla,9947.0,-2.82,2026-05-01
Cebolla cabezona blanca,Barranquilla,2336.0,2.5,2026-05-01
Cebolla junca,Barranquilla,2358.0,-27.02,2026-05-01
Fríjol verde*,Barranquilla,9964.0,-1.76,2026-05-01
Habichuela,Barranquilla,3278.0,-6.07,2026-05-01
Lechuga Batavia,Barranquilla,2918.0,-14.45,2026-05-01
Pepino cohombro,Barranquilla,1559.0,16.0,2026-05-01
Pimentón,Barranquilla,3682.0,-20.54,2026-05-01
Remolacha,Barranquilla,1805.0,-27.36,2026-05-01
Repollo blanco,Barranquilla,1522.0,,2026-05-01
Tomate*,Barranquilla,2994.0,-30.68,2026-05-01
Zanahoria,Barranquilla,2679.0,52.48,2026-05-01
Aguacate papelillo,Barranquilla,12006.0,2.4,2026-05-01
Banano*,Barranquilla,2037.0,36.07,2026-05-01
Coco,Barranquilla,4105.0,-13.12,2026-05-01
Guayaba pera,Barranquilla,4118.0,-13.56,2026-05-01
Limón Tahití,Barranquilla,3669.0,-28.9,2026-05-01
Lulo,Barranquilla,7472.0,5.52,2026-05-01
Mango Tommy,Barranquilla,3164.0,-7.97,2026-05-01
Maracuyá,Barranquilla,7736.0,38.69,2026-05-01
Mora de Castilla,Barranquilla,6955.0,-9.04,2026-05-01
Naranja*,Barranquilla,2279.0,-7.81,2026-05-01
Papaya*,Barranquilla,2628.0,-10.85,2026-05-01
Piña gold,Barranquilla,4064.0,-0.44,2026-05-01
Tomate de árbol,Barranquilla,4623.0,10.44,2026-05-01
Papa negra*,Barranquilla,1739.0,3.08,2026-05-01
Papa criolla limpia,Barranquilla,6002.0,1.27,2026-05-01
Plátano hartón verde,Barranquilla,2131.0,-41.74,2026-05-01
Yuca*,Barranquilla,2119.0,0.81,2026-05-01
Arroz de primera,Barranquilla,3328.0,-0.54,2026-05-01
Fríjol seco*,Barranquilla,6417.0,-5.07,2026-05-01
Lenteja importada,Barranquilla,4092.0,-12.88,2026-05-01
Maíz blanco trillado,Barranquilla,2363.0,-1.54,2026-05-01
Queso costeño,Barranquilla,19750.0,-4.59,2026-05-01
"Carne de cerdo, lomo sin hueso",Barranquilla,20500.0,0.16,2026-05-01
"Carne de res, chatas",Barranquilla,35417.0,-0.42,2026-05-01
Pechuga de pollo,Barranquilla,12983.0,-0.59,2026-05-01
Aceite vegetal mezcla**,Barranquilla,10099.0,0.44,2026-05-01
Azúcar sulfitada,Barranquilla,3011.0,1.11,2026-05-01
Café instantáneo,Barranquilla,202480.0,-2.07,2026-05-01
Café molido,Barranquilla,54170.0,-1.8,2026-05-01
Galletas saladas,Barranquilla,17212.0,-1.48,2026-05-01
Harina de trigo,Barranquilla,2120.0,-2.39,2026-05-01
Harina precocida de maíz,Barranquilla,2817.0,-2.86,2026-05-01
Jugo instantáneo (sobre),Barranquilla,85625.0,-0.47,2026-05-01
Lomitos de atún en lata,Barranquilla,41742.0,-0.55,2026-05-01
Margarina,Barranquilla,18719.0,-2.9,2026-05-01
Pastas alimenticias,Barranquilla,5963.0,-0.91,2026-05-01
Sal yodada,Barranquilla,2538.0,-1.74,2026-05-01
Salsa de tomate doy pack,Barranquilla,20023.0,0.12,2026-05-01
Sardinas en lata,Barranquilla,13858.0,-1.79,2026-05-01
Ahuyama,Bogotá,1596.0,-2.74,2026-05-01
Arveja verde en vaina,Bogotá,6722.0,9.78,2026-05-01
Cebolla cabezona blanca,Bogotá,1793.0,0.39,2026-05-01
Cebolla junca,Bogotá,3295.0,11.88,2026-05-01
Chócolo mazorca,Bogotá,1135.0,-14.98,2026-05-01
Fríjol verde*,Bogotá,6324.0,33.9,2026-05-01
Habichuela,Bogotá,3109.0,-28.84,2026-05-01
Lechuga Batavia,Bogotá,1797.0,-3.65,2026-05-01
Pepino cohombro,Bogotá,2430.0,9.31,2026-05-01
Pimentón,Bogotá,4360.0,-24.62,2026-05-01
Remolacha,Bogotá,1236.0,-33.37,2026-05-01
Tomate*,Bogotá,3368.0,-25.81,2026-05-01
Zanahoria,Bogotá,3259.0,49.02,2026-05-01
Aguacate papelillo,Bogotá,12619.0,14.35,2026-05-01
Banano*,Bogotá,2373.0,-6.57,2026-05-01
Coco,Bogotá,6116.0,-1.26,2026-05-01
Granadilla,Bogotá,9168.0,11.75,2026-05-01
Guayaba pera,Bogotá,5172.0,19.72,2026-05-01
Limón Tahití,Bogotá,2879.0,-24.59,2026-05-01
Lulo,Bogotá,6036.0,7.61,2026-05-01
Mandarina*,Bogotá,4514.0,-25.6,2026-05-01
Mango Tommy,Bogotá,6531.0,31.59,2026-05-01
Manzana verde importada,Bogotá,9462.0,-6.66,2026-05-01
Maracuyá,Bogotá,7157.0,59.86,2026-05-01
Mora de Castilla,Bogotá,5927.0,-9.57,2026-05-01
Naranja*,Bogotá,2280.0,-9.09,2026-05-01
Papaya*,Bogotá,2150.0,47.77,2026-05-01
Piña gold,Bogotá,2383.0,-10.28,2026-05-01
Tomate de árbol,Bogotá,3812.0,7.71,2026-05-01
Uva red globe nacional,Bogotá,8739.0,-0.57,2026-05-01
Arracacha*,Bogotá,4980.0,30.95,2026-05-01
Papa negra*,Bogotá,1658.0,4.15,2026-05-01
Papa criolla limpia,Bogotá,6527.0,5.55,2026-05-01
Plátano hartón verde,Bogotá,2923.0,-12.06,2026-05-01
Yuca*,Bogotá,3373.0,-19.77,2026-05-01
Arroz de primera,Bogotá,3086.0,-0.29,2026-05-01
Arveja verde seca importada,Bogotá,3298.0,-2.25,2026-05-01
Fríjol seco*,Bogotá,10490.0,-7.94,2026-05-01
Garbanzo importado,Bogotá,7992.0,-9.12,2026-05-01
Lenteja importada,Bogotá,3995.0,2.33,2026-05-01
Maíz blanco trillado,Bogotá,2155.0,-2.97,2026-05-01
Huevo tipo A**,Bogotá,418.0,-0.95,2026-05-01
Queso costeño,Bogotá,22031.0,3.68,2026-05-01
"Carne de cerdo, lomo sin hueso",Bogotá,20125.0,-3.74,2026-05-01
"Carne de res, chatas",Bogotá,49875.0,5.35,2026-05-01
Pechuga de pollo,Bogotá,18613.0,-0.27,2026-05-01
Aceite vegetal mezcla**,Bogotá,8722.0,-0.84,2026-05-01
Azúcar sulfitada,Bogotá,3053.0,-7.74,2026-05-01
Café instantáneo,Bogotá,192200.0,-3.09,2026-05-01
Café molido,Bogotá,50718.0,-1.53,2026-05-01
Galletas saladas,Bogotá,18499.0,-0.61,2026-05-01
Harina de trigo,Bogotá,2706.0,-2.73,2026-05-01
Harina precocida de maíz,Bogotá,4444.0,-0.71,2026-05-01
Jugo instantáneo (sobre),Bogotá,86547.0,0.65,2026-05-01
Lomitos de atún en lata,Bogotá,39060.0,-0.4,2026-05-01
Margarina,Bogotá,15584.0,-0.1,2026-05-01
Panela*,Bogotá,4687.0,-4.52,2026-05-01
Pastas alimenticias,Bogotá,7635.0,-1.18,2026-05-01
Sal yodada,Bogotá,2016.0,2.08,2026-05-01
Salsa de tomate doy pack,Bogotá,17862.0,-0.84,2026-05-01
Sardinas en lata,Bogotá,17552.0,-2.38,2026-05-01
Ahuyama,Bucaramanga,1203.0,-0.33,2026-05-01
Arveja verde en vaina,Bucaramanga,5369.0,-11.09,2026-05-01
Cebolla cabezona blanca,Bucaramanga,1821.0,-6.57,2026-05-01
Cebolla junca,Bucaramanga,1896.0,-19.46,2026-05-01
Chócolo mazorca,Bucaramanga,1225.0,-7.55,2026-05-01
Fríjol verde*,Bucaramanga,5316.0,27.67,2026-05-01
Habichuela,Bucaramanga,1751.0,-28.76,2026-05-01
Lechuga Batavia,Bucaramanga,1595.0,-0.93,2026-05-01
Pepino cohombro,Bucaramanga,1126.0,6.53,2026-05-01
Pimentón,Bucaramanga,3763.0,-15.4,2026-05-01
Remolacha,Bucaramanga,1327.0,-40.52,2026-05-01
Repollo blanco,Bucaramanga,958.0,-12.03,2026-05-01
Tomate*,Bucaramanga,2695.0,-32.41,2026-05-01
Zanahoria,Bucaramanga,2485.0,57.48,2026-05-01
Aguacate papelillo,Bucaramanga,10516.0,-5.73,2026-05-01
Banano*,Bucaramanga,2869.0,-2.78,2026-05-01
Granadilla,Bucaramanga,9716.0,7.9,2026-05-01
Guayaba pera,Bucaramanga,2400.0,-30.56,2026-05-01
Limón Tahití,Bucaramanga,2907.0,-11.72,2026-05-01
Lulo,Bucaramanga,5996.0,4.13,2026-05-01
Mandarina*,Bucaramanga,4947.0,-6.77,2026-05-01
Mango Tommy,Bucaramanga,4420.0,17.9,2026-05-01
Manzana verde importada,Bucaramanga,8570.0,-11.11,2026-05-01
Maracuyá,Bucaramanga,6014.0,34.03,2026-05-01
Mora de Castilla,Bucaramanga,4805.0,-16.94,2026-05-01
Naranja*,Bucaramanga,1758.0,-9.24,2026-05-01
Papaya*,Bucaramanga,2190.0,4.48,2026-05-01
Piña gold,Bucaramanga,2023.0,-4.44,2026-05-01
Tomate de árbol,Bucaramanga,4540.0,10.84,2026-05-01
Uva red globe nacional,Bucaramanga,9621.0,-0.55,2026-05-01
Arracacha*,Bucaramanga,2136.0,18.67,2026-05-01
Papa negra*,Bucaramanga,1644.0,1.42,2026-05-01
Papa criolla limpia,Bucaramanga,5948.0,7.11,2026-05-01
Plátano hartón verde,Bucaramanga,2997.0,-27.56,2026-05-01
Yuca*,Bucaramanga,2700.0,-5.86,2026-05-01
Arroz de primera,Bucaramanga,3854.0,1.15,2026-05-01
Arveja verde seca importada,Bucaramanga,3626.0,-2.37,2026-05-01
Fríjol seco*,Bucaramanga,8612.0,-1.18,2026-05-01
Garbanzo importado,Bucaramanga,5764.0,-2.11,2026-05-01
Lenteja importada,Bucaramanga,4761.0,-3.37,2026-05-01
Huevo tipo A**,Bucaramanga,396.0,-2.94,2026-05-01
Queso costeño,Bucaramanga,22500.0,-1.17,2026-05-01
"Carne de res, chatas",Bucaramanga,69693.0,1.1,2026-05-01
Pechuga de pollo,Bucaramanga,12615.0,-2.95,2026-05-01
Azúcar sulfitada,Bucaramanga,3193.0,-0.84,2026-05-01
Café instantáneo,Bucaramanga,200367.0,-0.77,2026-05-01
Galletas saladas,Bucaramanga,19761.0,0.02,2026-05-01
Harina de trigo,Bucaramanga,3141.0,-0.82,2026-05-01
Harina precocida de maíz,Bucaramanga,3133.0,1.46,2026-05-01
Lomitos de atún en lata,Bucaramanga,40912.0,-0.11,2026-05-01
Margarina,Bucaramanga,16496.0,-0.21,2026-05-01
Panela*,Bucaramanga,4620.0,-2.53,2026-05-01
Pastas alimenticias,Bucaramanga,6992.0,0.11,2026-05-01
Sal yodada,Bucaramanga,2466.0,-0.12,2026-05-01
Salsa de tomate doy pack,Bucaramanga,17489.0,-0.1,2026-05-01
Sardinas en lata,Bucaramanga,18105.0,-0.03,2026-05-01
Ahuyama,Cartagena,1686.0,13.0,2026-05-01
Cebolla cabezona blanca,Cartagena,2279.0,-0.57,2026-05-01
Cebolla junca,Cartagena,2609.0,-28.44,2026-05-01
Chócolo mazorca,Cartagena,1599.0,0.38,2026-05-01
Habichuela,Cartagena,3712.0,-5.88,2026-05-01
Lechuga Batavia,Cartagena,2531.0,-9.8,2026-05-01
Pepino cohombro,Cartagena,1730.0,6.66,2026-05-01
Pimentón,Cartagena,4639.0,-15.58,2026-05-01
Remolacha,Cartagena,1709.0,-32.95,2026-05-01
Repollo blanco,Cartagena,1366.0,-0.36,2026-05-01
Tomate*,Cartagena,3242.0,-19.87,2026-05-01
Zanahoria,Cartagena,3139.0,58.3,2026-05-01
Aguacate papelillo,Cartagena,12760.0,-0.06,2026-05-01
Coco,Cartagena,4143.0,-11.3,2026-05-01
Guayaba pera,Cartagena,4065.0,3.07,2026-05-01
Limón Tahití,Cartagena,4369.0,-18.56,2026-05-01
Lulo,Cartagena,7383.0,7.42,2026-05-01
Mandarina*,Cartagena,6637.0,-4.26,2026-05-01
Manzana verde importada,Cartagena,8785.0,-8.09,2026-05-01
Mora de Castilla,Cartagena,5562.0,-16.08,2026-05-01
Naranja*,Cartagena,1811.0,-11.36,2026-05-01
Papaya*,Cartagena,2911.0,-15.96,2026-05-01
Piña gold,Cartagena,2999.0,-9.53,2026-05-01
Tomate de árbol,Cartagena,4874.0,8.5,2026-05-01
Uva red globe nacional,Cartagena,9974.0,3.93,2026-05-01
Papa negra*,Cartagena,1615.0,-1.82,2026-05-01
Papa criolla limpia,Cartagena,6494.0,1.66,2026-05-01
Plátano hartón verde,Cartagena,1875.0,-30.4,2026-05-01
Yuca*,Cartagena,2062.0,-1.81,2026-05-01
Arroz de primera,Cartagena,3350.0,-0.56,2026-05-01
Arveja verde seca importada,Cartagena,4650.0,5.68,2026-05-01
Fríjol seco*,Cartagena,7500.0,-4.76,2026-05-01
Lenteja importada,Cartagena,5438.0,-12.43,2026-05-01
Maíz blanco trillado,Cartagena,2730.0,-1.41,2026-05-01
Huevo tipo A**,Cartagena,441.0,-1.34,2026-05-01
Queso costeño,Cartagena,20250.0,1.86,2026-05-01
"Carne de cerdo, lomo sin hueso",Cartagena,15813.0,-1.11,2026-05-01
"Carne de res, chatas",Cartagena,35490.0,0.0,2026-05-01
Pechuga de pollo,Cartagena,12638.0,-2.45,2026-05-01
Aceite vegetal mezcla**,Cartagena,9815.0,0.0,2026-05-01
Azúcar sulfitada,Cartagena,2925.0,-1.35,2026-05-01
Café instantáneo,Cartagena,177083.0,0.01,2026-05-01
Café molido,Cartagena,52157.0,0.53,2026-05-01
Galletas saladas,Cartagena,15459.0,0.77,2026-05-01
Harina de trigo,Cartagena,2410.0,0.08,2026-05-01
Harina precocida de maíz,Cartagena,3406.0,1.04,2026-05-01
Jugo instantáneo (sobre),Cartagena,81719.0,-0.04,2026-05-01
Panela*,Cartagena,4913.0,-0.1,2026-05-01
Pastas alimenticias,Cartagena,6583.0,0.0,2026-05-01
Sal yodada,Cartagena,1050.0,-5.91,2026-05-01
Salsa de tomate doy pack,Cartagena,18446.0,0.71,2026-05-01
Sardinas en lata,Cartagena,11385.0,2.07,2026-05-01
Ahuyama,Cali,1205.0,-1.31,2026-05-01
Arveja verde en vaina,Cali,4504.0,-4.25,2026-05-01
Cebolla cabezona blanca,Cali,2196.0,1.06,2026-05-01
Cebolla junca,Cali,3857.0,14.86,2026-05-01
Chócolo mazorca,Cali,1374.0,-8.34,2026-05-01
Fríjol verde*,Cali,5644.0,25.98,2026-05-01
Habichuela,Cali,3485.0,-21.06,2026-05-01
Lechuga Batavia,Cali,974.0,-11.13,2026-05-01
Pepino cohombro,Cali,1033.0,13.52,2026-05-01
Pimentón,Cali,3138.0,-3.12,2026-05-01
Remolacha,Cali,1655.0,-30.93,2026-05-01
Repollo blanco,Cali,1004.0,-19.74,2026-05-01
Tomate*,Cali,3076.0,-32.25,2026-05-01
Zanahoria,Cali,3529.0,41.27,2026-05-01
Aguacate papelillo,Cali,10904.0,-0.18,2026-05-01
Banano*,Cali,2213.0,-2.3,2026-05-01
Coco,Cali,4583.0,-0.28,2026-05-01
Granadilla,Cali,7785.0,9.29,2026-05-01
Guayaba pera,Cali,2772.0,15.84,2026-05-01
Limón Tahití,Cali,3695.0,-16.84,2026-05-01
Lulo,Cali,5925.0,9.1,2026-05-01
Mandarina*,Cali,4294.0,-17.1,2026-05-01
Mango Tommy,Cali,5001.0,25.75,2026-05-01
Manzana verde importada,Cali,8657.0,-6.77,2026-05-01
Maracuyá,Cali,6167.0,26.5,2026-05-01
Mora de Castilla,Cali,5702.0,-18.45,2026-05-01
Naranja*,Cali,1623.0,1.31,2026-05-01
Papaya*,Cali,1763.0,-26.57,2026-05-01
Piña gold,Cali,2348.0,-2.89,2026-05-01
Tomate de árbol,Cali,4274.0,10.1,2026-05-01
Uva red globe nacional,Cali,8675.0,3.46,2026-05-01
Arracacha*,Cali,4712.0,42.79,2026-05-01
Papa negra*,Cali,1616.0,3.19,2026-05-01
Papa criolla limpia,Cali,5168.0,6.27,2026-05-01
Plátano hartón verde,Cali,2286.0,-4.51,2026-05-01
Yuca*,Cali,2311.0,-1.45,2026-05-01
Arroz de primera,Cali,3402.0,0.27,2026-05-01
Arveja verde seca importada,Cali,4573.0,1.46,2026-05-01
Fríjol seco*,Cali,8713.0,11.75,2026-05-01
Lenteja importada,Cali,5353.0,-3.55,2026-05-01
Maíz blanco trillado,Cali,2433.0,-2.37,2026-05-01
Huevo tipo A**,Cali,441.0,1.38,2026-05-01
Queso costeño,Cali,22708.0,6.03,2026-05-01
"Carne de cerdo, lomo sin hueso",Cali,26431.0,-0.54,2026-05-01
"Carne de res, chatas",Cali,48744.0,0.21,2026-05-01
Pechuga de pollo,Cali,16225.0,3.26,2026-05-01
Aceite vegetal mezcla**,Cali,12424.0,-0.16,2026-05-01
Azúcar sulfitada,Cali,3170.0,-1.92,2026-05-01
Café instantáneo,Cali,255000.0,-0.97,2026-05-01
Café molido,Cali,50283.0,0.3,2026-05-01
Galletas saladas,Cali,20176.0,2.08,2026-05-01
Harina de trigo,Cali,4407.0,1.31,2026-05-01
Harina precocida de maíz,Cali,4500.0,-0.31,2026-05-01
Jugo instantáneo (sobre),Cali,95000.0,2.01,2026-05-01
Lomitos de atún en lata,Cali,23489.0,1.32,2026-05-01
Margarina,Cali,31167.0,1.91,2026-05-01
Panela*,Cali,7236.0,-1.42,2026-05-01
Pastas alimenticias,Cali,8576.0,-0.81,2026-05-01
Sal yodada,Cali,2593.0,0.5,2026-05-01
Salsa de tomate doy pack,Cali,20833.0,0.0,2026-05-01
Sardinas en lata,Cali,14379.0,2.33,2026-05-01
Ahuyama,Cúcuta,1688.0,-0.24,2026-05-01
Arveja verde en vaina,Cúcuta,7207.0,-0.33,2026-05-01
Cebolla cabezona blanca,Cúcuta,1928.0,-5.86,2026-05-01
Cebolla junca,Cúcuta,1831.0,-11.93,2026-05-01
Chócolo mazorca,Cúcuta,1668.0,-1.88,2026-05-01
Fríjol verde*,Cúcuta,6440.0,11.02,2026-05-01
Habichuela,Cúcuta,3582.0,-4.58,2026-05-01
Lechuga Batavia,Cúcuta,1906.0,4.32,2026-05-01
Pepino cohombro,Cúcuta,1427.0,21.34,2026-05-01
Pimentón,Cúcuta,3922.0,-21.4,2026-05-01
Remolacha,Cúcuta,1589.0,-38.98,2026-05-01
Tomate*,Cúcuta,3086.0,-17.33,2026-05-01
Zanahoria,Cúcuta,2252.0,23.8,2026-05-01
Banano*,Cúcuta,2988.0,-7.89,2026-05-01
Granadilla,Cúcuta,9008.0,11.61,2026-05-01
Guayaba pera,Cúcuta,4365.0,,2026-05-01
Limón Tahití,Cúcuta,4209.0,-17.81,2026-05-01
Lulo,Cúcuta,6958.0,-1.47,2026-05-01
Mandarina*,Cúcuta,5810.0,-9.03,2026-05-01
Mango Tommy,Cúcuta,3956.0,1.15,2026-05-01
Manzana verde importada,Cúcuta,9466.0,-7.32,2026-05-01
Maracuyá,Cúcuta,6648.0,29.92,2026-05-01
Mora de Castilla,Cúcuta,4996.0,-24.77,2026-05-01
Naranja*,Cúcuta,1944.0,-16.35,2026-05-01
Papaya*,Cúcuta,2489.0,-5.83,2026-05-01
Piña gold,Cúcuta,2828.0,-6.23,2026-05-01
Tomate de árbol,Cúcuta,3893.0,10.69,2026-05-01
Arracacha*,Cúcuta,2517.0,-16.57,2026-05-01
Papa negra*,Cúcuta,1362.0,-0.8,2026-05-01
Papa criolla limpia,Cúcuta,5085.0,9.12,2026-05-01
Plátano hartón verde,Cúcuta,3092.0,-9.25,2026-05-01
Yuca*,Cúcuta,2593.0,-8.24,2026-05-01
Arroz de primera,Cúcuta,3506.0,-1.46,2026-05-01
Arveja verde seca importada,Cúcuta,3425.0,-7.31,2026-05-01
Fríjol seco*,Cúcuta,7000.0,-1.41,2026-05-01
Garbanzo importado,Cúcuta,5125.0,-6.82,2026-05-01
Lenteja importada,Cúcuta,4100.0,-15.06,2026-05-01
Maíz blanco trillado,Cúcuta,2475.0,0.28,2026-05-01
Huevo tipo A**,Cúcuta,412.0,4.83,2026-05-01
Queso costeño,Cúcuta,25542.0,2.71,2026-05-01
"Carne de cerdo, lomo sin hueso",Cúcuta,18542.0,-2.75,2026-05-01
"Carne de res, chatas",Cúcuta,39917.0,1.48,2026-05-01
Pechuga de pollo,Cúcuta,14763.0,-0.16,2026-05-01
Café instantáneo,Cúcuta,151389.0,-0.55,2026-05-01
Café molido,Cúcuta,53729.0,0.96,2026-05-01
Galletas saladas,Cúcuta,18495.0,0.53,2026-05-01
Harina de trigo,Cúcuta,3133.0,-1.48,2026-05-01
Harina precocida de maíz,Cúcuta,2638.0,0.11,2026-05-01
Jugo instantáneo (sobre),Cúcuta,68750.0,-1.39,2026-05-01
Lomitos de atún en lata,Cúcuta,38151.0,-1.39,2026-05-01
Margarina,Cúcuta,18634.0,-0.04,2026-05-01
Panela*,Cúcuta,6712.0,-1.06,2026-05-01
Pastas alimenticias,Cúcuta,3035.0,-0.39,2026-05-01
Sal yodada,Cúcuta,2471.0,,2026-05-01
Salsa de tomate doy pack,Cúcuta,21493.0,0.06,2026-05-01
Sardinas en lata,Cúcuta,17745.0,0.22,2026-05-01
Ahuyama,Medellín,1085.0,-0.55,2026-05-01
Arveja verde en vaina,Medellín,4057.0,-7.82,2026-05-01
Cebolla cabezona blanca,Medellín,1995.0,-2.49,2026-05-01
Cebolla junca,Medellín,2546.0,-15.47,2026-05-01
Chócolo mazorca,Medellín,1848.0,6.94,2026-05-01
Fríjol verde*,Medellín,4123.0,25.17,2026-05-01
Habichuela,Medellín,2551.0,30.22,2026-05-01
Lechuga Batavia,Medellín,1175.0,4.54,2026-05-01
Pepino cohombro,Medellín,1162.0,10.77,2026-05-01
Pimentón,Medellín,2562.0,-35.11,2026-05-01
Remolacha,Medellín,756.0,-52.57,2026-05-01
Repollo blanco,Medellín,534.0,9.65,2026-05-01
Tomate*,Medellín,2382.0,-41.8,2026-05-01
Zanahoria,Medellín,1637.0,31.17,2026-05-01
Aguacate papelillo,Medellín,10220.0,-3.52,2026-05-01
Banano*,Medellín,1518.0,-3.07,2026-05-01
Coco,Medellín,7086.0,10.74,2026-05-01
Granadilla,Medellín,5665.0,12.67,2026-05-01
Guayaba pera,Medellín,3332.0,-3.78,2026-05-01
Limón Tahití,Medellín,3548.0,-18.96,2026-05-01
Lulo,Medellín,5738.0,12.62,2026-05-01
Mandarina*,Medellín,8242.0,7.56,2026-05-01
Mango Tommy,Medellín,5123.0,59.05,2026-05-01
Manzana verde importada,Medellín,8525.0,-6.78,2026-05-01
Maracuyá,Medellín,6764.0,59.57,2026-05-01
Mora de Castilla,Medellín,4752.0,-21.35,2026-05-01
Naranja*,Medellín,2679.0,-6.03,2026-05-01
Papaya*,Medellín,2590.0,-22.11,2026-05-01
Piña gold,Medellín,2713.0,-0.4,2026-05-01
Tomate de árbol,Medellín,4227.0,16.48,2026-05-01
Uva red globe nacional,Medellín,8637.0,0.23,2026-05-01
Arracacha*,Medellín,1750.0,0.63,2026-05-01
Papa negra*,Medellín,2482.0,-0.32,2026-05-01
Papa criolla limpia,Medellín,4605.0,3.51,2026-05-01
Plátano hartón verde,Medellín,1972.0,-9.08,2026-05-01
Arroz de primera,Medellín,3638.0,2.62,2026-05-01
Arveja verde seca importada,Medellín,3621.0,0.72,2026-05-01
Fríjol seco*,Medellín,11081.0,2.19,2026-05-01
Garbanzo importado,Medellín,5015.0,1.42,2026-05-01
Lenteja importada,Medellín,4590.0,-2.77,2026-05-01
Maíz blanco trillado,Medellín,2244.0,9.14,2026-05-01
Huevo tipo A**,Medellín,470.0,1.51,2026-05-01
Queso costeño,Medellín,24219.0,3.14,2026-05-01
"Carne de cerdo, lomo sin hueso",Medellín,24647.0,-1.98,2026-05-01
"Carne de res, chatas",Medellín,54250.0,2.61,2026-05-01
Pechuga de pollo,Medellín,18950.0,0.59,2026-05-01
Aceite vegetal mezcla**,Medellín,9363.0,18.64,2026-05-01
Azúcar sulfitada,Medellín,3109.0,-0.42,2026-05-01
Café instantáneo,Medellín,196969.0,0.42,2026-05-01
Café molido,Medellín,46797.0,-1.97,2026-05-01
Galletas saladas,Medellín,16856.0,0.6,2026-05-01
Harina de trigo,Medellín,4149.0,-3.17,2026-05-01
Jugo instantáneo (sobre),Medellín,83938.0,-0.15,2026-05-01
Lomitos de atún en lata,Medellín,33918.0,0.33,2026-05-01
Margarina,Medellín,15620.0,1.24,2026-05-01
Panela*,Medellín,6023.0,0.97,2026-05-01
Pastas alimenticias,Medellín,7476.0,0.43,2026-05-01
Sal yodada,Medellín,2775.0,9.86,2026-05-01
Salsa de tomate doy pack,Medellín,22742.0,-1.88,2026-05-01
Sardinas en lata,Medellín,17933.0,0.41,2026-05-01
Ahuyama,Pereira,1688.0,-0.47,2026-05-01
Arveja verde en vaina,Pereira,5525.0,-1.57,2026-05-01
Cebolla cabezona blanca,Pereira,2070.0,0.88,2026-05-01
Cebolla junca,Pereira,1800.0,-22.21,2026-05-01
Fríjol verde*,Pereira,5557.0,11.7,2026-05-01
Habichuela,Pereira,3127.0,-18.88,2026-05-01
Lechuga Batavia,Pereira,2122.0,-2.35,2026-05-01
Pepino cohombro,Pereira,1771.0,11.45,2026-05-01
Pimentón,Pereira,4079.0,-10.96,2026-05-01
Remolacha,Pereira,2113.0,-26.58,2026-05-01
Repollo blanco,Pereira,1535.0,-16.94,2026-05-01
Tomate*,Pereira,3329.0,-34.3,2026-05-01
Zanahoria,Pereira,3072.0,26.94,2026-05-01
Aguacate papelillo,Pereira,11271.0,-9.3,2026-05-01
Banano*,Pereira,1923.0,-1.03,2026-05-01
Coco,Pereira,4793.0,-0.93,2026-05-01
Granadilla,Pereira,8375.0,0.13,2026-05-01
Guayaba pera,Pereira,2733.0,1.37,2026-05-01
Limón Tahití,Pereira,2904.0,-21.98,2026-05-01
Lulo,Pereira,5679.0,10.7,2026-05-01
Mandarina*,Pereira,4729.0,-21.18,2026-05-01
Mango Tommy,Pereira,5958.0,15.24,2026-05-01
Manzana verde importada,Pereira,9622.0,-1.7,2026-05-01
Maracuyá,Pereira,6829.0,35.39,2026-05-01
Mora de Castilla,Pereira,7200.0,-7.43,2026-05-01
Naranja*,Pereira,1742.0,-9.08,2026-05-01
Papaya*,Pereira,1983.0,-23.35,2026-05-01
Piña gold,Pereira,3154.0,-8.74,2026-05-01
Tomate de árbol,Pereira,4313.0,6.15,2026-05-01
Uva red globe nacional,Pereira,8523.0,1.02,2026-05-01
Arracacha*,Pereira,1813.0,-54.68,2026-05-01
Papa negra*,Pereira,1832.0,5.05,2026-05-01
Papa criolla limpia,Pereira,5507.0,7.12,2026-05-01
Plátano hartón verde,Pereira,1913.0,-10.31,2026-05-01
Yuca*,Pereira,2610.0,-1.47,2026-05-01
Arroz de primera,Pereira,3741.0,-0.37,2026-05-01
Arveja verde seca importada,Pereira,3870.0,0.0,2026-05-01
Fríjol seco*,Pereira,12295.0,0.22,2026-05-01
Garbanzo importado,Pereira,6545.0,-1.0,2026-05-01
Lenteja importada,Pereira,4730.0,-12.78,2026-05-01
Maíz blanco trillado,Pereira,2855.0,-1.31,2026-05-01
Huevo tipo A**,Pereira,467.0,-1.68,2026-05-01
"Carne de cerdo, lomo sin hueso",Pereira,21500.0,-2.27,2026-05-01
"Carne de res, chatas",Pereira,44000.0,0.0,2026-05-01
Aceite vegetal mezcla**,Pereira,9757.0,-1.59,2026-05-01
Café instantáneo,Pereira,241267.0,-0.24,2026-05-01
Café molido,Pereira,55930.0,0.0,2026-05-01
